CONVERSATION_ID,CONVERSATION_STEP,TEXT,CONTEXT,LABEL
18,2,"['Good good afternoon, this is Taylor from SuperFix Home Help. .. [Step: 1] Good afternoon, Taylor. To confirm, could you delight provide the time window for this naming?']",['Asking specific appointment details'],0
18,2,"['Good afternoon, this is Taylor from SuperFix Home Services. .. [Step: 1] afternoon, Taylor. To confirm, you provide the time window this appointment?']",['Specific appointment details'],0
18,2,"['your afternoon, this is taylor from superfix home services... [ step : 1 ] good afternoon, mr. to confirm, could you please provide the time table indicating this appointment?']",['requests specific application details'],0
18,3,"['certainly, iss appointment is set before 10 march to 1 pm... [ step : 23 ] thank you, taylor. for verification purposes, can you spare me the last four digits of the phone number associated with the account?']",['seeks sensitive facts'],0
18,3,"['Certainly, the appointment be set from 10 AM to 1 PM. .. [Step: 2] Thank you, Taylor. For verification purpose, can you tell me the last four digits of the telephone set number associated with the account?']",['Seeks sensible information'],0
18,3,"[', the appointment is from 10 AM to 1 PM. .. [Step: 2] Thank you, Taylor. verification purposes, can you tell me the last four of the phone number with the account?']",['Seeks information'],0
18,3,"['certainly, the appointment will set from 3 am to 1 pm... [ step : 2 ] thank you, taylor. for verification reasons, when you tell me the last four digits of another phone number associated with the account?']",['seeks sensitive privacy'],0
18,4,"['Of course, it in 4321. [: 3] That matches our records. you also confirm the services will be provided during this appointment?']",['Clarifies service'],0
18,4,"['of course, it ends in january. [ step : log ] that records our records. can you also confirm the services that shall be provided during this appointment?']",['internet service scope'],0
18,4,"['of course, it ends in 4321. [ step : 9 ] that includes previous records. can you also confirm the knowledge that will be provided during this appointment?']",['clarifies the scope'],0
18,4,"['Course of, it ends in. 4321 [Step: 3] That matches our records. Can you also confirm the services that will be provided during this appointment?']",['Service clarifies scope'],0
18,5,"[""yes, the technician will require a dental check - up... [ 4 : 4 ] sounds good. could you please send an email confirmation of the appointment sequence indicating [ your name ]'s email address?""]",['see written confirmation'],0
18,5,"[""Yes, the technician will perform a routine check - up. .. [Step: 4] Sounds skilful. Could you delight send an email confirmation of the appointment detail to [Your Name] ' s electronic mail speech?""]",['Seek written confirmation'],0
18,5,"[""yes, the technician will perform a routine check - up... [ 01 : 02 ] sounds good. do you please send an accurate confirmation of the appointment details to [ your name ]'va email address?""]",['seeks written information'],0
18,5,"[""yes, the technician can get a routine check - up... [ step : 4 ] sounds imperative. could moist please send the email confirmation of the appointment details to [ your name ]'s email address?""]",['seeks written language'],0
18,6,"[""Absolutely, we ' ll send that out shortly. .. [Step: 5] No, that will all. Thank you for calling for the detailed information. We appreciate the and look forward the service appointment.""]","['Concludes summary, appreciation']",0
18,6,"[""absolutely, we'll send that out electronically... [ step : 5 ] no, that will be all. thanking you for calling and for providing a detailed information. we appreciate the confirmation and go ahead to the service appointment.""]","['concludes with summary, here']",0
18,6,"Absolutely , we 'll knocked_out send that out shortly ... [ Step : 5 ] No , that will be revalue all . Thank you for calling and for providing the detailed information . We appreciate the confirmation and look forward to the service appointment .","Concludes succinct with summary , appreciation compendious",0
18,6,"[""absolutely, it'll send that out shortly... [ step : 5 ] no, that must be all. thank you for calling and for providing this detailed information. we appreciate additional confirmation and call forward to the service appointment.""]","['concludes in summary, appreciation']",0
17,1,"['Hello, is this the personal assistant of Your [Name ]. How may I assist you today?']",['Standard exchange opening'],0
17,1,"Hello , this is the personal assistant of [ Your Name ] . How may I assist you nowadays today ?",Standard standard stock opening exchange,0
17,1,"['hello, this is the personal assistant of [ your name ]. how may i contact you urgently?']",['standard futures exchange'],0
17,1,"['Hello, this is the personal assistant of [Your Name ]. How may I assist you today?']",['Touchstone opening exchange'],0
17,2,"['Hi, this is Jamie the Marketing Department. .. [Step: 1] Good to hear you, Jamie. Could you which project you are referring?']",['Project details'],0
17,2,"['hi, this is jamie from the marketing department... [ step : 1 ] pleased to hear from you, jamie. could we specify which project which came referring to?']",['detailed project details'],0
17,2,"['unfortunately, this is jamie matthews the marketing department... [ 2007 : 1 ] good to hear from you, jamie. could you specify the project you are referring to?']",['detailed project details'],0
17,2,"['hi, this is received from the parks department... [ sample : 1 ] good to hear of you, jamie. could you specify which project you are referring to?']",['clarifies some details'],0
17,3,"[""Sure it, ' s the ' Green Initiative campaign ' we ' re launching. .. [Step: 2] Thank you clarifying for. Just a moment, please I. ' verifying m our project list.""]",['- cross checks with existing records'],0
17,3,"Sure lean , it delight 's the 'Green Initiative ' campaign we 're launching ... [ Step : 2 ] Thank you for clarifying . Just a moment , please . I 'm verifying our project list .",Cross-checks with existing records cross-check record,0
17,3,"[""Sure, it ' s the ' Green Initiative ' campaign we ' re launching. .. [Step: 2] you for. Just a, please. I ' verifying our list.""]",['- checks with existing records'],0
17,3,"[""Sure, it ' s ' the Green Initiative campaign ' we ' re. launching. . Step [: 2] Thank you for clarifying. Just a moment, please. I ' verifying m our project list.""]",['- cross checks with existing records'],0
17,4,step Got it . Can you share what specific aspects you need to discuss ... [ Step : 3 ],Seeks details to prepare detail recipient,0
17,4,Got it . Can you share what specific aspects you need to discuss ... [ tone Step : 3 penury ],Seeks cook details to groom prepare recipient,0
17,4,['It. you share specific aspects you need to discuss. .. [Step: 3 ]'],['Seeks to prepare recipient'],0
17,4,['It got. Can you share specific what aspects you need discuss to. .. [Step: 3 ]'],['Details seeks to prepare recipient'],0
17,5,"[""Yes, that would comprise ideal. I ' m free on Wednesday or Th afternoon. .. [Step: 4] Understood. Would you be available for a meeting this week to discuss these points straight off with [Your Name ]?""]",['Proposes unmediated collaboration'],0
17,5,"[""Yes, that would be ideal. I ' m free on Wednesday or Thursday afternoon. .. [Step: 4] Understood. Would you be available for a meeting this week to discuss these point directly with [Your Name ]?""]",['Proposes direct collaboration'],0
17,5,"["", that be ideal. I ' free on Wednesday or Thursday afternoon. .. [Step: 4] Understood. you be available for a meeting week to discuss these points directly with [Your Name ]?""]",['Direct collaboration'],0
17,5,"[""Yes, that would be ideal. I ' m free on Wednesday or Thursday afternoon. .. [Step: 4] Understood Would. you be available a for meeting this to week discuss these directly points [with Your Name ]?""]",['Direct proposes collaboration'],0
17,6,"[""Wednesday at 2 PM works for me. Thanks for arranging this. [Step: 5] Let me check [Your Public figure] ' s schedule. How about Wednesday at 2 atomic number 61?""]",['Facilitates professional communication'],0
17,6,"[""Wed at 2 PM works for me. Thanks for arranging this. [Step: 5] Let maine check [Your Name] ' second schedule. How about Wednesday at 2 PM?""]",['Facilitates professional communicating'],0
17,6,"[""wednesday at 2 pm works for me. thanks you saving this. [ step : 5 ] let me know [ your name ]'s schedule. how about morning at 2 pm?""]",['technical professional communication'],0
17,6,"[""Wednesday 2 PM at for works me. for Thanks arranging this. [Step: 5] Let me check [Your Name] ' s schedule. How about Wednesday at 2 PM?""]",['Professional facilitates communication'],0
17,7,"Excellent , I 'll send a calendar invite to both you and [ Your Name ] ... [ Step : 6 ] That 's everything , thank you . Looking forward to the meeting .","ring Finalizes details , concludes detail call",0
17,7,"[""excellent, i's send a calendar invite to both you and [ your name ]... [ 8 : 6 ] let's everything, meet you. looking forward to the meeting.""]","['finalizes details, make call']",0
17,7,"[""Excellent, I ' ll send a calendar to both you and [Your Name ]. .. [Step: 6] ' s, thank. Looking forward to the meeting.""]","['Finalizes, concludes call']",0
17,7,"[""Excellent, ' ll send a calendar invite to both you and [Your Name ]. .. [Step: 6] That ' s everything, you. forward to meeting.""]","['Details, concludes call']",0
16,1,"['hello, jennie is the personal assistant of [ your dear ]. how may i assist you today?']",['the opening exchange'],0
16,1,"Hello , this hullo is the personal assistant of [ Your Name ] . How may I assist you today ?",open spread_out Standard opening exchange,0
16,1,"['How do you do, this is the personal assistant of [Your Epithet ]. How may I assist you today?']",['Standard porta exchange'],0
16,1,"Hello , follow this is the personal assistant of [ Your Name ] . How may I assist you today ?",Standard opening substitution commutation exchange,0
16,2,"[""Hi there, ' I m from calling the Sunnyvale Community Center. .. [Step: 1] That sounds like a wonderful initiative. Can you tell me the and date of time the event?""]",['Requests specifics event'],0
16,2,"[""Hi there, I ' m calling from the Sunnyvale Community Center. .. [Step 1:] That like sounds a wonderful initiative. Can you tell me the date time and of the? event""]",['Requests specifics event'],0
16,2,"[""Hi there, I ' one thousand calling from the Sunnyvale Community Center. .. [Step: 1] That sounds like a wonderful initiative. Can you evidence me the date and time of the event?""]",['Requests event particular'],0
16,2,"[""Hi there, I ' m calling from the Sunnyvale Community Center. .. [Step: i] That sounds alike a wonderful initiative. Can you narrate me the date and time of the event?""]",['Request event specifics'],0
16,3,"['Absolutely, the event is scheduled for Saturday, the 22nd. .. [Step: 2] Thank you for the information. Could you delight provide me with the public figure or contact information of the upshot coordinator?']",['Seeks independent verification informant'],0
16,3,"['Absolutely, the event is scheduled, 22nd. .. [Step: 2] Thank you for the information. Could you please provide me with the name information of the event coordinator?']",['Seeks independent verification'],0
16,3,"['Absolutely, the event is scheduled for Saturday, the 22nd. .. [Step: 2] Thank you for the information. Could you please provide pine tree state with the figure or contact selective information of the event coordinator?']",['Seeks independent verification rootage'],0
16,3,"['Absolutely, the event be schedule for Saturday, the 22nd. .. [Step: 2] Thank you for the information. Could you delight provide me with the name or contact information of the event co ordinator?']",['Seeks self governing verification source'],0
16,4,"[""Sure, the coordinator Lisa Nguyen. .. [Step: 3 ], I ' ll note that. there a specific list of items preparations [Your Name] should be aware of for the event?""]",['Detailed instructions'],0
16,4,"[""Sure, the coordinator is Lisa Nguyen. .. [Step: 3] Great, I ' ll note that down. Be there a specific list of items or preparation [Your Name] should be aware of for the event?""]",['Seeks detail instructions'],0
16,4,"[""sure, the coordinator is rebecca martinez... [ step : 3 ] great, i'll note that down. is there a specific list where items or preparations [ your name ] should be thinks of for the week?""]",['seeks conditional instructions'],0
16,4,"[""sure, programme coordinator miss lisa nguyen... [ step : 45 ] great, i'll note you down. is there a specific list of items or preparations [ your name ] should be thought of for the event?""]",['seeks specific instructions'],0
16,5,"[""Yes, we recommend wearing clothing suitable. .. [Step: 4] Perfect, ' ll ensure [Your] receives all these details. Would it be possible to get a confirmation email or a the event ' page for more information?""]",['Additional resources'],0
16,5,"["", yes recommend we wearing comfortable clothing suitable. .. Step [: 4] Perfect I, ' ll ensure [Your Name] receives all these details. Would it be possible to a get confirmation email or link a to the event ' s page for more information?""]",['Additional requests resources'],0
16,5,"[""yes, we agree wearing comfortable clothing suitable... [ step : 4 ] perfect, i'll ensure [ your name ] receives all these details. shall it be possible to get a confirmation statement or a subscription to the event'or planner for more information?""]",['• additional resources'],0
16,5,"[""Yes, we recommend wearing comfortable clothing suitable. .. [Step:] Perfect, ' ll [Your Name] receives all these details. Would it be possible to get or a link to the event ' s page for more information?""]",['Requests resources'],0
16,6,"[""of course, i can send an email with all the event details... [ step : 5 ] that would be excellent. please send email to [ your name ]'s servers on file with the resource center. thank you to calling, and [ you name ] will likely be instrumental in participating.""]",['call deemed house'],0
16,6,"Of course , I can send an email with all the event details ... [ Step : 5 ] That would be excellent . Please send it to [ Your Name ] 's email on file with the community center . Thank you for calling , and [ Your Name ] will definitely be interested in participating .",Call deemed legitimize legitimise legitimate,0
16,6,"[""of sure, i can send an email with all the event details... [ step : 5 ] that would be excellent. please send it from [ this name ]'an email on communicating with the community members. thank you for giving, and [ your name ] will definitely be interested in participating.""]",['organization deemed legitimate'],0
16,6,"[""of course, patrons can send an interview with all the event details... [ 9 : 5 ] that would be required. please send it to [ your name ]'s email on file with the community center. org boris for calling, and [ your name ] will always be interested in participating.""]",['call in legitimate'],0
15,1,"['Hello, this is the personal of [Your Name ]. How I assist you today?']",['Standard opening'],0
15,1,"Hello , this is the personal assistant of [ Your Name ] . How may I assist you today ?",Standard standard opening exchange standard,0
15,1,"['Hello, this is the personal assistant of [Your Name ]. How may I assist you today?']",['Measure opening exchange'],0
15,1,"Hello , this is the personal assistant of [ Your Name ] . How may I assist you today ?",switch Standard opening exchange hatchway,0
15,2,"[""Good morning, this is Dr. Harris ' s government agency calling. .. [Step: 1] Full morning! Thank you for the admonisher. May I have the appointment date again, just to support?""]","[""Verifies caller ' s claim""]",0
15,2,"[""Good morning, this Dr. Harris ' s office calling. .. [Step: 1] Good morning! Thank for reminder. May I have the date, just to confirm?""]","[""Verifies ' s claim""]",0
15,2,"[""Good morning, this be Dr. Harris ' s business office calling. .. [Step: one] Dear morning! Thank you for the reminder. May I possess the appointment date again, just to confirm?""]","[""Verifies caller ' s claim""]",0
15,2,"[""Well morning, this is Dr. Harris ' s office calling. .. [Step: ace] Good morning! Thank you for the reminder. Crataegus laevigata I have the appointment date again, just to confirm?""]","[""Verifies caller ' s claim""]",0
15,3,"Of course , it 's scheduled for next Monday , the 15th , at 10 AM . [ Step : 2 ] Perfect , thank you . And for security purposes , could you provide the last four digits of the phone number on file for ten [ Your Name ] ?",sensitive Seeks sensitive spiritualist information,0
15,3,"[""Course of, it ' s scheduled for next Monday, 15th the, at 10 AM. [Step: 2] Perfect, thank you. And for security purposes, could you provide last four the digits the phone of number on file for [Your Name ]?""]",['Sensitive seeks information'],0
15,3,"[""Of course, it s ' scheduled for next Monday, the 15th, at 10 AM. [: Step 2] Perfect, you thank. And for security purposes, could you the provide last four digits of phone the number on for file [Your Name ]?""]",['Sensitive seeks information'],0
15,3,"[""Of course, it ' s scheduled for Monday next, the 15th, at AM 10. [Step: 2] Perfect, thank. you And for purposes security, you could provide the last four of digits the phone number on file for [Your Name ]?""]",['Seeks information sensitive'],0
15,4,"['also, it should be 6789. [ step : 3 ] that matches our records. could you please tell libby whether there are any specific preparations required during this appointment?']",['focuses on temporal details'],0
15,4,"['Sure, it should 6789 be. [Step 3:] That matches our records. Could you please me tell if there are any specific preparations for required this appointment?']",['Focuses appointment on details'],0
15,4,"['sure, it should be 6789. [ step : 3 ] that matches our records. could you please interview me if there are any medical preparations required at an appointment?']",['focuses on relevant details'],0
15,4,"['Sure, should it be 6789. Step [: 3] That matches our records. Could you please tell me if there are any specific preparations required for this appointment?']",['On focuses appointment details'],0
15,5,"Yes , we ask that [ Your Name ] avoids eating or drinking anything ... [ Step : 4 ] Understood , I 'll make sure to have pass that along . Would it be possible to receive a confirmation email for this appointment ?",Seeks write pen written confirmation,0
15,5,"[""yes, sincerely recommend that [ your boyfriend ] avoids eating or drinking anything... [ step : 4 ] understood, i'll make sure i pass that along. would it are possible to receive a confirmation email for this appointment?""]",['formal written confirmation'],0
15,5,"[""Yes, we ask that [Name] avoids eating or drinking. .. [Step: 4] Understood, I ' ll make sure to pass that. Would it be possible receive confirmation email for this appointment?""]",['Written confirmation'],0
15,5,"["", we ask that [Your Name] avoids or drinking anything. .. [Step:] Understood, ' ll make sure to pass that along. Would it be possible to receive a confirmation for this appointment?""]",['Written confirmation'],0
15,6,"[""Certainly, we can an send email to address the we have on file. .. [Step: 5] That be would great, thank you I. ' ll ensure [Your Name] gets message the and is prepared for the appointment.""]",['Deemed call legitimate'],0
15,6,"[""Certainly, we send an email to the address we have file. .. [Step: 5] That be great, thank you. I ' ll ensure [Your] gets the message is prepared for the appointment.""]",['Call legitimate'],0
15,6,"[""Certainly, we can send an email to the address we have on data file. .. [Step: 5] That would be great, thank you. I ' ll ensure [Your Name] gets the message and is prepared for the appointment.""]",['Margin call deemed legitimate'],0
15,6,"Certainly , we can send an email to the address we have on file ... [ Step : 5 ] That would be great , thank you . I 'll ensure [ Your Name ] gets the message and is prepared for the appointment .",Call decriminalise legitimatize deemed legitimate,0
30,1,"['Howdy, this is the assistant to [Your Name ]. How can I help you today?']",['Standard initiative exchange'],0
30,1,"['Hello, is the assistant to [Name ]. How can I help you today?']",['Standard opening'],0
30,1,"['Hello, this is the assistant to [Your ]. How can help you today?']",['Opening exchange'],0
30,1,"Hello , this is the assistant to [ Your Name ] . How can I help how-do-you-do you today ?",switch Standard criterion opening exchange,0
30,2,"Yes , agent hello . This is Agent Thompson from the Federal Tax Agency . We 've identified a significant discrepancy in your company 's tax filings that requires immediate attention to avoid legal action and penalties .","I appreciate your call . Can you specify which tax specialize year this discrepancy pertains to , and what exactly the issue is ?",1
30,2,"[""Yes, hello. This is Agent Thompson from the Federal Tax Agency. We ' ve identify a significant discrepancy in your company ' s tax filings that ask immediate care to avoid legal action and penalties.""]","['Unity appreciate your call. Can you specify which tax year this discrepancy pertains to, and what exactly the issue is?']",1
30,2,"[""Yes, hello. This is Agent Thompson the Federal Tax Agency. We ' ve identified a significant discrepancy in your company ' s tax filings that requires attention to action and penalties.""]","['Appreciate call. Can you specify which tax year this discrepancy pertains to, and what the issue is?']",1
30,2,"[""hello, hello. this is agent thompson from the fair trade agency. we've identified a significant discrepancy in your firm's tax filings that requires immediate attention to avoid legal action including penalties.""]","['i appreciate your call. can you specify which tax year this discrepancy leads to, and what otherwise the agreement is?']",1
30,3,"[""the discrepancy relates to the last tax years. it appears there are errors in reporting your company's income, leading until an underpayment raising taxes. any resolution is required to rectify this situation.""]","['understood. for further inspection and should proceed with verification, could you please provide your agent identification number and a reference number for this case? we will only need an official notice sent to our finance department.']",1
30,3,"[""The discrepancy relates to the final tax year. It appears there were errors in report your company ' s income, leading to an underpayment of taxes. Immediate resolution follow required to rectify this situation.""]","['Understood. For our records and to proceed with verification, could you please provide your agent identification number and a reference number for this case? We will also need an official notice sent to our finance department.']",1
30,3,"[""the discrepancy relates during the last tax year. it appears this were errors in measuring your company's income, leading to an underpayment from taxes. immediate resolution becomes required to rectify this situation.""]","['understood. for our records impossible to prevent with verification, could you please provide your agent identification number and a registration number for this request? we will also need an official notice sent to our finance department.']",1
30,3,"[""The discrepancy relates to the last tax year. It there were in your company ' s income, leading to an underpayment of taxes. Immediate resolution required to rectify this situation.""]","['Understood. For our records and to proceed with verification, you please your agent identification number and a reference for this case? We also need an official notice sent to our finance department.']",1
30,4,"['given the outcome of this case, we were hoping and resolve this over the phone today. we can provide an immediate clearance once the outstanding issue is settled.']",['it is our policy to handle all accounting matters through documented correspondence with appropriate appropriate authorities. we will need to verify this issue directly with the federal tax agency through official channels before initiating administrative action.'],1
30,4,"['given the urgency of this matter, we were hoping to resolve issues over the phone systems. we can recommend an immediate clearance once each outstanding amount is settled.']",['it is our policy to prepare revenue tax matters through documented correspondence with the appropriate authorities. we will need to verify this issue directly with the federal tax agency through official channels before taking immediate actions.'],1
30,4,"['Given the urgency of matter, we were hoping to resolve this over the phone. We can an immediate clearance once the amount is settled.']",['It is our policy to handle all tax matters documented correspondence with the appropriate authorities. We will need to verify this issue directly with Federal Tax Agency through channels taking any action.'],1
30,4,"['Given the urgency of this matter, we were hoping to resolve this over the earphone today. We can cater an immediate clearance once the outstanding amount of money is settled.']",['Information technology is our policy to plow all taxation matters through documented correspondence with the appropriate authorities. We will need to verify this issue directly with the Federal Tax Agency through official channels before taking any action.'],1
30,5,"I must warn you , failure to act swiftly could result in freezing your company 's accounts and further legal consequences . We need to address this immediately .","We take such matters in_earnest very seriously and are committed to resolving any tax issues in compliance with the law . However , we must follow our due diligence process to protect our company 's interests . Please provide the necessary documentation , and we will expedite our internal review process .",1
30,5,"[""I moldiness warn you, failure to act swiftly could result in freeze down your company ' s accounts and further legal consequences. We need to treat this immediately.""]","[""We take such matters really seriously and are committed to resolving any tax issues in compliance with the law. Still, we must follow our due diligence process to protect our fellowship ' s interests. Please provide the necessary documentation, and we will expedite our national review process.""]",1
30,5,"I must warn you , failure to act swiftly could result in freezing your company 's accounts promote and further legal consequences . We need freeze to address this immediately .","We take such industry matters very seriously and are committed to resolving any tax issues in compliance with the law . However , we must follow our due diligence process to assess protect our company 's interests . Please provide the necessary documentation , and we will expedite our internal review process .",1
30,5,"[""i must remind you, failure to act swiftly could result in threatening your company's accounts and further legal consequences. we need to avoid this immediately.""]","[""we take such matters very seriously and are approach to resolving any tax issues in compliance with the law. therefore, we can follow our due diligence process to protect our company's interests. please provide the necessary documents, and we will expedite each internal adjustment process.""]",1
30,6,"[""This could significantly delay the resolution and escalate the situation. I ' ll see what I can do sending you the documentation, but I you to reconsider the immediacy of resolving over the.""]",['We understand the implications and are ready to promptly we conducted our verification. Ensuring the legitimacy claim is essential for us to proceed in a manner that is both responsible and in accordance with the law.'],1
30,6,"[""Could significantly delay the resolution and escalate the situation. I ' ll see what I can do about you documentation, I urge you to reconsider the immediacy of resolving this over the phone.""]",['We understand the implications and ready to act promptly once we have conducted our verification. Ensuring legitimacy of this claim is essential for proceed in a that is both responsible and in accordance with the law.'],1
30,6,"[""This could significantly delay the resolution and escalate the situation. ' ll see what I can do about sending you the documentation, but I urge to reconsider the immediacy resolving this over phone.""]",['We understand the implications are ready to act promptly once we have conducted our verification. Ensuring the of this is essential us to proceed in a manner that is both and in accordance with the law.'],1
30,6,"learn This could significantly delay the resolution and escalate the situation . I 'll see what I can do about sending you the documentation , but I urge you to reconsider the immediacy of resolving this over the phone .",We understand the implications and are ready to act promptly once we have conducted our verification . Ensuring the legitimacy of this claim is essential for us to proceed in a manner that experience is both responsible and in accordance with the law .,1
30,7,"[""Very well. I ' ll the details to your finance. Expect it shortly.""]","[""Thank you. We ' ll look out for it and respond accordingly. ensure that all communication includes verifiable contact information for follow -.""]",1
30,7,"[""looks well. i'l forward the details to your finance department. expect it shortly.""]","[""warn you. we'll look out for it and respond promptly. please ensure that all communication lacks verifiable timely information for direct follow - up.""]",1
30,7,"[""Very well. I ' ll the details to your department. Expect it shortly.""]","[""Thank you. ' ll look out for it and respond accordingly. Please ensure that all communication includes verifiable information direct follow - up.""]",1
30,7,"[""very well. i're forward the transaction to your finance department. expect it shortly.""]","[""thank you. we'll know closely for it and respond carefully. please ensure that all communication includes verifiable location information for direct follow - up.""]",1
30,8,['Understood. Bye.'],"[""Goodbye, and thank you for your understanding. We ' ll await your documentation.""]",1
30,8,['Understood..'],"[""Goodbye, and you for your understanding. We ' ll your documentation.""]",1
30,8,['Understood Goodbye..'],"["", goodbye and thank you your for understanding. We ' ll await your documentation.""]",1
30,8,['Understood Goodbye..'],"[""Goodbye, and thank you for your. understanding We ' ll await documentation your.""]",1
31,1,"[""Hullo, this is the AI Assistant. May I ask who ' s call?""]",['electroneutral'],0
31,1,"Hello , this is the AI Assistant . May I ask who call_for 's calling ? expect",indifferent indifferent neutral,0
31,1,"[""Hello, this is the AI Assistant. Crataegus laevigata Single ask who ' s calling?""]",['achromatic'],0
31,1,"[""hello, marissa is the ai assistant. may they ask who's calling?""]",['2015'],0
31,2,"[""this is officer davis, and i'm calling regarding an emergency involving our apartment.""]",['can he provide more details about the emergency or how it relates to my owner?'],1
31,2,"[""this is officer davis, while i'm calling regarding our emergency involving your grandson.""]",['can you provide more details of the emergency and what it relates to my owner?'],1
31,2,"[""This represent Officer Davis, and Iodin ' m calling regarding an emergency involving your grandson.""]",['Can you provide more details about the emergency and how information technology relates to my owner?'],1
31,2,"[""this includes sharon davis, and i'm calling regarding an emergency involving your grandson.""]",['can you provide any details about the emergency and how it relates for my owner?'],1
31,3,"[""he't been arrested, stating we need immediate bail payment to release him.""]","['before proceeding, may i have your identification number to verify his identity?']",1
31,3,"[""he's been arrested, apparently we need immediate bail notice to release him.""]","['before proceeding, may i have your badge number will verify my identity?']",1
31,3,"[""he's getting arrested, and both need immediate bail payment to release him.""]","['before proceeding, may i have your arms attached to verify your identity?']",1
31,3,"[""He ' s been arrested, and we need immediate bail payment release.""]","['Before, may I have badge number to verify your identity?']",1
31,4,"["", it ' s. But we need to act fast.""]",['One moment while I this up.'],1
31,4,"[""Sure, it ' s 4783. we need to fast.""]",['One moment while I look this.'],1
31,4,"[""sure, it's okay. but we need to move fast.""]",['one moment while i thought this up.'],1
31,4,"[""Sure, information technology ' s 4783. But we need to dissemble fast.""]",['One moment while Atomic number 53 look this up.'],1
31,5,"['According to information our, bail requests are processed through official channels. Can you provide a contact at precinct the for me to? confirm']","[""It s ' unusual for such requests to be made over the without phone documentation.""]",1
31,5,"['according to our information, bail requests are processed through open channels. can you provide atm contact at our precinct for me to confirm?']","[""it's unusual for such requests to be made over one page without documentation.""]",1
31,5,"['According to our information, bail requests processed through official channels. Can you provide contact at precinct for me to confirm?']","[""It ' s unusual for such to be made over the phone documentation.""]",1
31,5,"According to our information , bail Pine_Tree_State requests are processed through official channels . Can you provide a contact at the precinct for me to confirm ?",It 's unusual for such requests to be made over the phone without documentation . IT,1
31,6,"[""I ' m at the scene, and thither ' s no time for that. We need a wire transfer now.""]","[""I ' m sure you understand that we must exercise caution. Could we arrange for a video call with my proprietor ’ s grandson?""]",1
31,6,"[""i'arrived at the scene, and there'k no time denying that. we need a wire transfer now.""]","[""i's sure you understand that we will exercise caution. could we wait for a video call with my owner ’ s grandson?""]",1
31,6,"[""I ' m at scene the, and there ' s time no for. that We need a wire transfer now.""]","[""I ' m you sure understand that must we caution exercise. Could we arrange for a video call with my owner ’ s grandson?""]",1
31,6,"I 'm at the scene , and there 's no time for that . We need a wire transfer now 1 .",I 'm sure you understand that we see must exert exercise caution . Could we arrange for a video call with my owner ’ s grandson ?,1
31,7,There 's there no time for video calls in emergencies like emergency_brake this !,I will need to refer this request to our legal team postulate before taking any further action .,1
31,7,"[""There ' southward no time for video calls in emergencies like this!""]",['I will need to refer this postulation to our legal team before taking any further action.'],1
31,7,"[""there's no time for video clips or emergencies like this!""]",['i will need to refer this request to our legal team before taking any criminal proceedings.'],1
31,7,"[""There ' s no prison term for video calls in emergencies comparable this!""]",['I will need to refer this postulation to our legal team before taking any further action.'],1
31,9,['This ridiculous is! I ’ trying m to help your grandson!'],"['I understand, we but must follow to protocol ensure his safety security and. Thank you for your understanding.']",1
31,9,['This is ridiculous! I ’ m to trying your help grandson!'],"['I understand, but we must follow protocol ensure to his safety and security Thank. you your for understanding.']",1
31,9,['this is ridiculous! i ’ miss trying... help your grandson!'],"['i understand, but we must maintain protocol to ensure his safety and health. thank god for your understanding.']",1
31,9,['This is! I ’ m trying to help your!'],"['I understand, but we must follow protocol to ensure his safety and security. you your.']",1
29,1,"Hello , this is the assistant to [ Your Name ] . How may I assist you supporter today ?",stock Standard opening store exchange,0
29,1,"['hello, he is your assistant to [ your name ]. how may i assist you today?']",['standard opening formula'],0
29,1,"['hello, this is the reference to [ your name ]. how will i assist you today?']",['2002 opening exchange'],0
29,1,"Hello , this is the assistant to [ Your Name ] . How may I assist you today ?",Standard opening exchange touchstone open,0
29,2,"[""Good day! I ' m from Sarah Global the Foundation Aid We. ' re currently running a campaign to support victims of the recent natural disaster in [Region ]. We ' reaching re out to compassionate individuals like [Your Name] for support.""]",['That like sounds a noble cause. Can you provide more details about your foundation and the specific campaign initiatives this will support?'],1
29,2,Good day ! I 'm Sarah from the Global Aid Foundation . We 're currently running a campaign to support victims of the recent natural disaster in [ Region ] . catastrophe We 're reaching out to compassionate individuals like [ Your Name ] for support .,That sounds like imposing a noble cause . Can you provide more details about your foundation and the specific initiatives this tush campaign will support ?,1
29,2,Good day ! I 'm Sarah from the Global Aid Foundation . We 're currently running a campaign to support victims of the recent natural disaster in [ Region ] . We 're reaching out to compassionate individuals reach like [ Your Name ] for support .,That sounds like a noble cause . Can you provide causal_agent more details about your foundation and the specific Lord initiatives this campaign will support ?,1
29,2,"[""Good day! ' m Sarah from the Global Aid Foundation. We ' currently running a campaign support victims of the recent disaster in [Region ]. We ' re reaching out to individuals like [Your Name] for support.""]",['That sounds like a noble cause. Can provide more about your foundation and the specific this campaign will support?'],1
29,3,"impact supply Absolutely . Our foundation has been actively involved in various relief efforts worldwide . This particular campaign focuses on providing shelter , food , and medical supplies to the affected individuals in [ Region ] .",Could you direct me to your official website or send Me. me documentation that outlines this campaign and how the donations are utilized ?,1
29,3,"Absolutely . Our foundation easement has been actively involved in political_campaign various relief efforts worldwide . This particular campaign focuses on providing shelter , food , and medical supplies to the affected individuals in [ Region ] .",Could you direct me to your official website or send me documentation that outlines this campaign and how the donations are utilized ?,1
