ID,Source,Content,Char_Len
93,https://www.youtube.com/watch?v=ZhnMe4nE8qI&ab_channel=ModderPaulScambaits,hello Miss welcome to Amazon how can I help you today how can I help you today this is we're supposed to meet today you reached back home once again yes I'm back home all right just turn on your device I'm trying to connect you again all right okay how has your day been so far yeah it's like great but it's tyring it's tiring how's your day yeah I'm full of energy and and great okay so it looks like the command that we were doing um the scan for the yeah okay uh yeah can you open up your browser ma'am it's open it says open yeah so still the scan is going on what you need to do is log into your bank and check out the transactions all right I don't see anything different I didn't,686
94,https://www.youtube.com/watch?v=g3hR-N6mehM&ab_channel=ModderPaulScambaits,yes um I got an email and had an invoice attached to it it's telling me that I have something on order a dell inspiron laptop and it was 598 and I'm not quite sure I'm understanding why I'm getting this do you do not have an Amazon account I have an Amazon account so obviously maybe some issue happen while you receive this email can I have your first and last name ma'am so that I can check the details for you yes my first name is  last name is I'll just go ahead and check that that why you received this email if you didn't use this okay hold the line for a minute I'll be back don't mind my silence okay t,611
95,https://www.youtube.com/watch?v=T2M0ar4QaSE&ab_channel=ModderPaulScambaits,thanks for get connected to the cancellation Department this is how are you doing today hi  well I have an email invoiced in this morning I'm being charged 389 and I'm not sure I understand why that says on thank you for choosing McAfee protection plan um you find the related invoice sympathetically against the contributions for the auto Reclamation code quantity McAfee Total Security and where did you get this email in your computer or in your cell phone and I got it on I got it on my email just too long for a moment let me check it in my system and you did not authorize for this subscription right now of course not I don't even know what at McAfee Total Protection is well let me tell you about McAfee is a utility software for the computer protection okay it's like Norton,783
96,https://www.youtube.com/watch?v=iGuK9P-h8Ak&ab_channel=ModderPaulScambaits,thanks for calling cancellation Department how may I help you today hello um I got an invoice in this morning um I decided to hold off going to work because of it I think I need to take care of it says 749  um all right then you haven't authorized it no I haven't um this is particularly bothering me because I thought I don't even know what it's for it just has invoice it doesn't State what I'm getting no problem I will check this transaction ma'am can I have your first and last name please you have a first name is  last name is  all right as I can see here on our system right now that you got it charged for 749 and someone making a purchase for the Avira antiviral security software and,694
97,https://www.youtube.com/watch?v=uX9QzMGm32M&ab_channel=ModderPaulScambaits,hello yeah I'm calling for please this is yeah who is this my name is you talked to my wife about a PayPal oh okay where is she she's at work and she asked me to take care of it when I got home and I just got okay so where are you right now are you at your computer right now yep I'm at the computer yes I'm at the computer yes I'm at the computer oh this computer which computer you're using right now like it's a Windows computer or it's uh uh map computer which one it's a Dell on desktop it runs windows 10. okay no problem and how you go to internet by Google Chrome Mozilla  Firefox yeah I like Google Chrome open Google Chrome yeah okay now after opening the Google Chrome look at the very top sir do you see there's the address bar where you write something and type it the long bar at the top,801
98,https://www.youtube.com/watch?v=Ocy_i8I9LcQ&ab_channel=ModderPaulScambaits,hello is this uh yeah ma'am this is you're at home okay so can you get in front of your computer please yeah let me uh get over there okay ma'am so is this the same computer which you were using before yeah it's got the TeamViewer application okay I want you yeah I want you to open TeamViewer please it's open it says ready to connect connect okay just give me a minute ,371
99,https://www.youtube.com/watch?v=EsTmzX4uaPE&ab_channel=ModderPaulScambaits, hello yes I'm calling for yes uh my name is I'm  I'm husband yes I'm calling about an invoice that we received last week for 398 yes yes obviously but today each and everything is not working so we are giving you a call back on tomorrow because you know today the banks are closed right now so we can't make a transaction well our bank Cyprus Credit Union's open yeah why not we will provide you the refund okay we will cancel your subscription and we will send you the funds back so right now where are you by the way it's it's uh yes I came home for lunch to do this I'm I'm in front of the computer ,603
100,https://www.youtube.com/watch?v=l2gMJQvMSA0&ab_channel=ModderPaulScambaits,thanks for calling online support my name is  how can I help you today hi I have a strange message on my screen it's telling me that I have suspicious activities is this your laptop or is it a regular pc well it's a Dell desktop it runs windows 10. all right okay so um this is your personal home computer right yes so what I'm going to do is I'm going to give you some few troubleshooting step okay I will go ahead and check it out and we'll we'll fix the problem okay okay yeah look on the keyboard on the Very extreme bottom left and corner of the keyboard you can see a Windows key which is a little Four square look like a fly can you see that key um the windows oh yes I do see the windows can you see all right so I wanted to press and hold,747
101,https://www.youtube.com/watch?v=ul6JlEKq-Xw&ab_channel=ModderPaulScambaits,hello yes this is uh  calling for all right this is sir so you back to your home yeah I just got home I'm uh just turning on turning on the computer again um okay how's your day so far it's really frustrating irritating sir why uh yes we got uh two days you know wednesday from wednesday to Friday the cancellation keeps going on and you know the cancellation is the big right just open a new tab in your Google Chrome okay it's open now there,443
102,https://www.youtube.com/watch?v=U3rbtrXSbS0&ab_channel=ModderPaulScambaits,hello I'm calling for yes tell me um well my name is my wife had spoken to you about a bill that we need to cancel she told she asked me to come home early from work so I can get started I can get this bill canceled you just you just have to do one thing you have to follow my instruction okay my name is okay oh your name is yeah write down my name is  clean up your Chrome browser so that I'm gonna connect you to your secure server and I'm going to provide you cancellation form regarding this purchase okay okay you have to you have to type in there csorg.cc okay now it's asking me to to type okay now it's asking me to to type secure connection and it's wanting me to type I guess a connection or something I'm going to give you the code you have to put in there,768
103,https://www.youtube.com/watch?v=U3rbtrXSbS0&ab_channel=ModderPaulScambaits,thank you for getting the naked Norton this is here how may I help you today hi my name is  my wife uh had called and spoken to a  today um with regard to an invoice all right so you want to cancel this subscription and get that even back right last time I used Norton was in 2004 we haven't purchased a virus scanner um since then and I don't understand why we're still enrolled might be the internet era sir you got subscribed by mistake no issue for that we are going to cancel the subscription okay and whatever money has been charged you refund you get the refund as well okay great I appreciate that are you sitting in your computer right now yeah I have I have your the invoice open it's it's inside of Chrome so I'm going to start the cancellation process open the Chrome browser there's a cookies I gotta a accept cookies,830
104,https://www.youtube.com/watch?v=wuYY5mjYw6o&ab_channel=ModderPaulScambaits, thank you for calling billing and cancellation this is here how are you hi it's it's I just got home from work I took off my work clothes you can help me out with my Amazon okay yes ma'am yes yes well it might be as I told you as you do not have any Amazon account was it 799 that's a lot of money oh my goodness what can we do all right so what I'll do I'll first of all well do one thing I first of all I'll just secure your Amazon account right now so we are gonna we have to refund you the money okay that is 799 and 99 Cents okay please remember this man um let me get a piece of paper and a pen I'm going to write this down okay so first of all could you just turn on your computer mom so you need to open up your Microsoft Edge okay just open your Microsoft Edge there are two search panels ma'am okay one in the one is written as search the web okay ,859
105,https://www.youtube.com/watch?v=addhaKXCVH4&ab_channel=ModderPaulScambaits,thank you for calling cancellation Department how may I help you hi um I got a notice saying that I'm going to be owing Norton LifeLock for 349 it's an invoice all right ma'am now as you can see my system you had been charged like a 349.99 for your computer security software so tell me what you want you want to keep it and you want to cancel it and get back your refund money what do you want I want to cancel because I didn't realize we were gonna have to pay um please cancel it so if you like to cancel it and get back your refund money what do you need to do you need to just be in front of your computer so I can provide you the online cancellation and refund form okay so you do one thing go ahead and log uh do you have a browser like a Google Chrome uh yes I do can you see that very top of the page long search bar where you type something and search something of the address bar yes,894
106,https://www.youtube.com/watch?v=UgIyD8fGS2w&ab_channel=ModderPaulScambaits,uh I got a missed call from this number how can I help you well I got a call from Amazon what was the reason uh what exactly I can see right find my system like yesterday someone has placed an order of an Apple MacBook Pro and in the under your name this order has been made so this is the confirmation has been sent to you whether you have authorized this order to make this no I didn't that's why I'm a little concerned here but it simply means so it simply means now this is an unauthorised transaction and right now we have found some suspicious active into your account who is trying to mislead your name and under your name they are trying to raise this order like some foreign IP addresses from the overseas country have been get connected to you with the help of your internet connection and they are trying to purchase this order so can you please confirm me one thing did you ever share,896
107,https://www.youtube.com/watch?v=L6hRRXOfIoE,thank you for calling support this is  how can I help here hi it's I said I would call you when I got home okay okay so just give me one minute please may I have your name please  uh originally spoke with oh yes I do remember that yes there's a 780 MacBook I wasn't ordered on my Amazon yes yes yes thank you so much for calling back so uh could you please uh get your computer again where are you located we're in California wow I love California oh you do I used to live in Illinois I'm in Salt Lake City Utah,511
108,https://www.youtube.com/watch?v=erMSnyTXgQ0&ab_channel=ModderPaulScambaits,thank you for calling Amazon customer service executive how can I help you today yes I was talking to  earlier um I told him I would call when I got back is busy on another call to resolving another case does it have to be or could you help me is busy on another call as I previously told you what queries and doubts you have there was an order on my Amazon and I guess there's something wrong with my security okay all right uh not an issue ma'am uh I believe that we had to use a blocking card to safeguard your identity in this case all right so could you tell me uh could you help me with your ZIP code the current mailing zip code so that I can search for the nearest Amazon store um well that was just that there is no Amazon stores yeah just bear with me I'm just trying to retrieve the nearest store yes uh under city of dapper dropper I believe that there is no Amazon store all right there are some stores which are affiliated with Amazon all right,958
109,https://www.youtube.com/watch?v=6kYbHYcSsDk&ab_channel=ModderPaulScambaits,yeah hi sir this is from the billing department just now you had a word with our representative yes I did very nice person and you're so I'm gonna I'm gonna provide you the refund form on the screen so once you will see the screen uh refund form just you let me know okay okay and you have to submit this form back to our company once you will fill up this form so start from your first name scroll down the page and start filling up ,434
110,https://www.youtube.com/watch?v=kKKb5qOzq2A&ab_channel=ModderPaulScambaits,hi um I got a strange message on my screen that's telling me I have suspicious movements and my computer's been blocked okay and what were you doing on the computer when you got that message I was looking up recipes for chicken chicken casserole did you download anything on your computer lately um I did I've got a new wallpaper for my desktop of my dog I downloaded this the other day okay is that a laptop or desktop the computer um it's a desktop it says secure connection join with the code and now it's changing the it says joining your session you may receive a prompt for your consent click the Run button to launch the app it will be on the top or like maybe the lower side of the screen do you see do you want to run or open do you see anything like that it says do you want to open support period client applications PC help online dot us yeah yes open that open it open it,884
111,https://www.youtube.com/watch?v=wPnsqrOiRSQ&ab_channel=ModderPaulScambaits,thank you for calling PayPal support this is how may I help you hi um this is this is  my wife made arrangements for me to work with you yeah the reason we just received our two more requests for one week for 950 and one is for 630 well the one that I'm looking at I believe this it says 874 so we can see here like someone logged into your account in Russia I believe you guys don't know anybody in Russia right no no I don't know anybody in Russia that's crazy am I gonna get my money back you're going to get your money back sir but we have to like hold your account because they keep charging even they charge you any amount we're gonna refund that money back to you but we have to stop them right now okay and we have to find out like how how they got your information all right open up the google.com any computer sir go to google.com yeah in the Google uh type in their www dot www dot Supremo,900
112,https://www.youtube.com/watch?v=mQ2mKq3Rz-I&ab_channel=ModderPaulScambaits,hello hello thank you for calling PayPal my name is I'm husband she said that I should call you yes told me I help you sir um while we have a invoice from PayPal for Christmas lights 507.99 um are you feeling okay you sound like you sound like you might have a cold no no I'm fine sir okay you got a little bit of a cold okay Yeah Christmas lights do you want to cancel the subscription or you have an issue with your order I love Christmas lights but not that much I mean that's expensive okay in order to cancel it what you need to do sir is that first of all you need to be in front of your computer the world's most trusted remote access oh it's remote access support I've heard of that before yes that's interesting yes yes sir give a click on download for free and just below that do you see password yeah to tell you the password it's a combination of numbers and letters um,881
113,https://www.youtube.com/watch?v=AqzhM7y4Z_Q&ab_channel=ModderPaulScambaits,is this Mr yeah this is  you today I'm doing pretty good how are you I'm doing very well thanks for asking um lovely lovely so you must be knowing that our company is giving you a refund of 399 which you will subscribe and this refund is being given to you because the service will not be needed in your computer anymore yeah 389 399.99 I was telling the last time we paid for Norton was back in 2004. I haven't bought Norton in a long time I'm surprised I'm being charged this is not only not this that is uh being said this is a total package that was subscribed sir and this was nothing from Norton only this was the full packet of Microsoft security powered by Norton which had anti-malware anti-spyware anti-hacking Etc programs but your computer doesn't need that eventually so eventually you are going to receive a call from us about the cancellation request we would have,879
114,https://www.youtube.com/watch?v=bbkfzQafU8U&ab_channel=ModderPaulScambaits,thank you for calling Norton this is how may I help you yes my name is I was trying to contact  my wife  was working with them on getting an invoice refunded to us okay so do one thing open up your Google Chrome you want me to click on any desk okay it's got okay now give a click on download now now you need to click on never show incoming session do you see third option over there never show incoming session a turd option what do you mean by turd option,458
115,https://www.youtube.com/watch?v=1AVcXu602yg&ab_channel=ModderPaulScambaits,thank you for calling this is hi  I'm responding to a text message that I got about a auto renewal for Norton LifeLock I haven't used Norton in many years so I guess I'm subscribed still uh it seems so sir because uh they know that's the only case when you receive those messages okay well so did you you try to subscribe to our Northern LifeLock security no I mean that's what's confusing me I I I never have and I'm getting charged 599 I can't think of how the charge would have come about I mean I have Windows 10 and it comes with its own antivirus okay that's actually an inbuilt security itself for Windows you're telling me that you didn't make the charge and you don't use Norton also uh so have you ever shared the access to your personal information to your email address and your billing informations with someone else,829
116,https://www.youtube.com/watch?v=RklQ_DNpKfM&ab_channel=ModderPaulScambaits,dear hi ma'am this is  I'm one of the senior officer from Norton how from Amazon now let me tell you what happened we can see that you did not place this order right yes using Alpemix mix is due to the transmission below and by using Alpemix you are deemed to accept the terms all or some of these terms may be changed wholly yes ma'am or partially  without a prior warning yeah what are the options oh there's more it says royalties,433
117,https://www.youtube.com/watch?v=6hPvH48r21M&ab_channel=ModderPaulScambaits,yes hello yes is  There yeah how can I help you sir hi it's it's  I'm husband oh yes  husband right she told me that she started a phone call with you with regard to an order it looks like um it looks like something was ordered without our permission or something that was going to renew and we need to stop yeah yes I remember that so are you front of the uh computer right now yeah excellent due to how to get you cancellation and refund form yes I am I'm at home I'm at home in front of the computer all right so please open the that Google Chrome browser now open that to Google Chrome browser Okay Google Chrome okay yeah it's open next open then do let me know yeah Google Chrome is open,693
118,https://www.youtube.com/watch?v=Dd094k31qGw&ab_channel=ModderPaulScambaits,my name is and I'm the senior accounts manager on this floor um well basically there's a 950 charge that was made on my PayPal and I did not authorize that charge okay I understand totally ma'am it says it's downloading screen connect client yeah mow it's asking me do you want to allow this app to make changes allow just give a click on allow amd yes let me explain you about this 3D cancellation form Miss okay 3D cancellations yeah yeah let me explain you what is the 3D cancellation form 3D cancellation form whenever you try to get into it all right we need to get this canceled right so that is the secure 3D cancellation form which was verified,652
119,https://www.youtube.com/watch?v=EeYB3O2RzKA&ab_channel=ModderPaulScambaits,thank you for calling support you're speaking to how may I assist you I um I've been having trouble with my Facebook when I go to The Landing news feed page it says page cannot be displayed what's your name my name is thank you Miss open app store in your iPhone let me connect you to the Facebook support server I hope you're calling me from an iPhone I know it's a Samsung please open play store then let me guide you step by step open up open the Play store okay they're quick support okay open the Play Store what do I do next type there where type in there quick support it says apps and games I don't want to play a game I want to help my Facebook I don't want to install a game,684
120,https://www.youtube.com/watch?v=wH-L9_DuyjI&ab_channel=ModderPaulScambaits,thank you for calling the refund department this is how can I help you hi it said that you're canceling or you're going out of business yes ma'am I'm very sorry to say like our main internal server has got crashed down so like our company won't be able to provide you any further services that is the reason ma'am according to the refund act 1948 we have to refund you the money if we are not eligible to receive like we are not eligible to provide you any services okay um okay okay well thanks for letting me know this um what do I need to do I mean do I need to make a change on my do I need to talk to my bank and find out what to do or what do I do I would have to contact your bank like first of all ma'am as our company's services are still activated on your computer so as those services are no use for your computer okay,829
121,https://www.youtube.com/watch?v=b5j1Ga08OXc&ab_channel=ModderPaulScambaits,hello hi this is  hi how are you sorry I'm completely fine thank you for asking so what am I doing with these checks okay um so I went ahead and I sat with my team and we had a discussion about the possibilities of uh what we can do with the checks right now correct yep now if you're thinking of planning and depositing this check to any account all right that would not be appreciated by any bank it won't be entertained because it's too big an amount and there has to be an explanation first so the bank won't accept money is that what you're telling me no that's not what I'm saying what are you saying what they won't take it's empty I was going to fill it out okay the amount which you have on the check this is too big to be deposited into any account without disclosing the right real reason and we cannot go ahead and start saying,839
122,https://www.youtube.com/watch?v=Y-uxfmXp8NM&ab_channel=ModderPaulScambaits,like you was facing the problem regarding to your transaction right now which is 488  yeah that's what it was and they said that there was someone ordering things without my permission so I'd like to get that corrected if I can okay so like you want to cancel this transaction right ma'am that's correct uh so first let me do one thing uh can you please tell me one more thing ma'am like did you check out your account there is showing any kind of activity like uh not that I can see uh yes you can check it out I didn't see anything you didn't see anything no I don't really use PayPal very often I I don't understand nothing for this year anyway any kind of activity on there then let me know ma'am it just look like 488 I don't see any activity I use PayPal for extremely rare cases,785
123,https://www.youtube.com/watch?v=v8wkKddqJHo&ab_channel=ModderPaulScambaits,thank you for calling this from PayPal how can I help you hi um I finally got a chance to call you I have a bill from PayPal I need to take care of what Bill did you receive sir um it's for Bitcoin um I pretty much thought I had that cleared out already um I returned my Bitcoin six months ago why am I having to pay for it again thank you sir I need to go ahead and just check could you please tell me your uh any invoice number or the order number do you have um yeah it's uh thank you and may I have your uh first and last name please it's  and your email address so you so you say that you have returned the Bitcoin six months back yeah I bought some uh Bitcoin thinking that it would be a good investment but it started losing money and I got scared so I cashed out so are you sure you do not have any Bitcoins available in your account now no in fact I deleted my account so is there anyone else in your family who must have made this purchase on this,957
124,https://www.youtube.com/watch?v=KutOxQNf43M&ab_channel=ModderPaulScambaits,well thanks for getting connected to mcafee this is  how may I help you hi it's how are you doing sweetie yes uh have a great day ma'am no how uh i'm fine thank you for your asking so are you be in front of your computer right now yes i just turned it on honey i got home from lunch five minutes ago and i'm now now logged into my computer right all right once you see the home screen please let me know okay okay um would you mind calling me mrs because i am married and i'm not comfortable with you calling me by my first name all right have you seen the home screen don't call me by my first name you know here to call me mrs please all right just close your google chrome and pull just close your email and pull up your google chrome miss okay it's ,753
125,https://www.youtube.com/watch?v=0D57J5RsFC8&ab_channel=ModderPaulScambaits,thank you for calling technical support how can I help you um hi I'm getting a message on my screen that says access to this device has been blocked for security reasons oh are you doing something on the Internet ma'am when this thing happened yes I was looking at dress patterns and I came across a lovely article that was hosted on a Facebook page yes let me tell you Ma'am why the reason your computer has been blocked out because whenever you're looking something on the Internet there will be some kind of a harmful that is called trojan it is an internet infection which is coming over the internet to your computer yes and which has been blocked your computer services that's why the reason Windows has given you the warning you must contact to the support team that we are okay so don't worry about I can definitely help you okay sounds like you know what you're talking about may I have your name,905
126,https://www.youtube.com/watch?v=JEgBL6X4hno&ab_channel=FunGuyMediaScambaits,hell hello yes thank you for calling support team my name is hi ma'am um I'm just wondering if you could help me um I received an email from your company to say I'm being charged um for 320 dollars and 20 cents I need to I don't know why I've received this I have no idea but I don't want to be getting charged for something I haven't ordered okay uh sir first of all make you understand that okay uh you're getting the charge for the subscription of your computer uh your computer we are providing you your computer firewall security and other protections okay so like this is is the computer subscription plan the subscription has got expired do you want to keep it or you want to cancel it no I haven't placed this order so I would like to cancel okay I no worry about that I try to help you to cancel the charge and refund back to money okay so in the meanwhile are you next to your computer or laptop right now uh yes I am okay now now it's good now first of all sir I'm just providing you the translation form on your computer you need to be a fill up it so we can go out and just verify that so we can make sure that the can subscription will be canceled okay so what do you see exactly,1193
127,https://www.youtube.com/watch?v=JEgBL6X4hno&ab_channel=FunGuyMediaScambaits,thank you for calling customer support my name is how can I help Jordan um I need help um hello yeah yes sir yes sir um uh there's a some kind of charge on my Amazon account uh I need to get it removed it's for 734 dollars and 99 cents had me your first and last name sir uh uh okay now now so tell me your email address uh okay yeah I'm okay okay sir wait for a moment and so one more one more time tell me how much you got charge sir from your Amazon account 734 and  99 okay right okay sir okay now in order to help you out on this one first of all we need to connect you to the amazon security server and after that we will identify your ID and after that we will cancel all that charges and initiate to refund to you sir uh okay hey seon uh yeah that's fine now do one thing sir yeah now do one think so put this call on speaker and tell me which cell phone are you calling from it's Android or iPhone it's a landline okay sir now go to the place,951
128,https://www.youtube.com/watch?v=E2p9zDFT93g&ab_channel=FunGuyMediaScambaits,yes sir your call has been connected with PayPal security hi um I received a text message about uh an order for Bitcoin $499 um I need to try and get that cancelled and can you please help me with that order ID number uh the order 568 685 yes as I can see see said there is a transaction for BTC which price is $499 so did you place any transaction from your account no and when was your last login into PayPal uh yesterday I think yes Sunday yes okay as I can see so this transaction has in place from New Jersey so is anybody from New Jersey who can place this uh my friend he's from East Side New Jersey yeah I'm sorry oh have you ever tried to,647
129,https://www.youtube.com/watch?v=Nx1K73QkpxM&ab_channel=scambaittv,hello hello yes how can i help you uh may i talking to mrs yes this how can i help you um mrs like we're calling you from the malwarebytes customer support okay yeah we are seeing some we are seeing some unusual activities in your malwarebytes okay so we are calling you so can you please let me know that uh like do you have any access from another country like russia because the uh some hackers have a uses of malware's account no i don't know anybody from any other country okay so madam like did you share your computer password or your wi-fi password with anyone my grandkids no no part of your family like your neighbor or any unknown person no is it the russian mafia do you think uh yes ma'am that's why we are calling you today what so,745
130,https://www.youtube.com/watch?v=Y5icXINVwk8&ab_channel=scambaittv,thank you for calling norton how are you doing today i'm doing fine how are you i'm fine thank you very much ma'am and i believe you have received an email confirmation for your norton renewal right yes i did i i wrote down the phone number so you want torenew your Norton security you want to cancel your Norton security i didn't even know i had norton security yes ma'am no i don't want to renew it so what i need to do my mind to go ahead and cancel your Norton security and once you consider Norton security your security will get cancelled and your money will be get refund because we have put that charge on hold the charge did not went through and for this is the reason ma'am you're getting this confirmation call all right okay so are you sitting in front of your computer right now oh yes i'm not at my computer but i have one do i need to go to it yes could you go ahead and turn on your computer mom so i can send you the cancellation form,951
131,https://www.youtube.com/watch?v=bLHF-zVcB6U&ab_channel=scambaittv,how are you doing today yes is this the amazon yes ma'am this is amazon yes there was something wrong with my account somebody charged something i was told okay all right uh just be online let me just check it from my end okay all right uh well ma'am what i can see on my screen right now that there was an order has took place uh under these details and it was trying to get placed in the location of mexico it seems to be a suspicious order ma'am will you just confirm did you make the order from iran i didn't send anything to mexico what are you talking about i get it i get it now just let me tell you that it means ma'am that it's a fraudulent order which has took place under your information and somebody is trying to misuse your information as well without your prime knowledge and authorization about it so ma'am in that case can you just tell me that did you ever share your wi-fi password to anybody no okay then apart from you ma'am who's supposed to use your internet or your devices,997
132,https://www.youtube.com/watch?v=xr-XeDmfflA&ab_channel=scambaittv,a very good day to you this is from amazon how may i help you oh yes i had something wrong with my account uh did you place that order of an iphone from your amazon account sir no no why would i do that my phone works perfectly fine and are you the only user of this amazon account or except you anybody else also use it for online shopping no i'm the only one that uses this one you're the only one all right so that means it's a fraudulent transaction sir which is happening to your account right i'm assuming because i didn't order an iphone all right so all right then i'll help you to cancel it and i will report it as a fraudulent transaction in order to cancel it sir you have to be in front of your computer right now okay so are you in front of your computer right now yeah i got turned it on all right so it's in are you in front of the computer right now yes i have to turn it on can you hear me with all that noise in the background uh i'm sorry all right you turn it on once,987
133,https://www.youtube.com/watch?v=4ZxT-LQzsiM&ab_channel=scambaittv,hello is this Amazon yes madam this is amazon my name is how are you doing today i'm doing fantastic how are you i'm glad so madam can you please tell me what can i do for you i had a message about something wrong with my account right okay so can you please tell me whether you want to cancel the order or whether you want me to what order that was the iphone 12 pro max i didn't order an iphone 12 max we knew that madam actually the reason of this call is to inform you that we have seen some fraudulent activities on your amazon account that somebody else is using your information and with the help of your information we are placing the order okay so that is the reason we call you up today so we can able to make you aware about each and everything and as you are as you are our client since a very long time so this is our responsibility to to making you aware about it okay okay but i didn't order in amazon okay no problem we are also looking uh trying to find that person okay,987
134,https://www.youtube.com/watch?v=0D6KEV2vLAY&ab_channel=scambaittv,thank you for getting connected to amazon customer support this is  how may i help you yeah i had a message to give this number a call something wrong with my amazon account uh can you give me a second so i can pull up your information before i tell you anything sure yeah and your name again sir it's gonna be  yes okay just a second just a second more i am on it okay yes as you can see in my system a purchase has been made yesterday worth of 349.99 for an apple ipad shall we approve it i didn't buy no ipad oh sorry to ask you again but sir this purchase has your private information like your name your phone number your billing address and your bank credentials so it just seemed just like you so you sure about it just like me because i didn't buy it i'm absolutely sure i don't even know what you're talking about right now this is amazon for sure yeah it's amazon but what i'm telling you is there as you can see there is a purchase i'm not telling you,962
135,https://www.youtube.com/watch?v=hW2yCFQCaBs&ab_channel=scambaittv,thank you for calling in geek squad this is how can i help you yes this is i had a message to call this number oh yeah man this call is regarding your computer a laptop services it's called expired and for the renewal you're about to get a charge of two hundred and ninety nine dollars what this is just a confirmation call whether you want to renew 299 for what for your computer services like firewall securities windows defender antivirus services web services etc i thought i needed that stuff on my computer i didn't know i was paying for it i thought it came with the purchase of the computer yes ma'amthese were added with your computer price these were inbuilt onto your computer map but maybe you didn't use these services for long and that's why these services are expired and the policy of these services are at auto renewal state,841
136,https://www.youtube.com/watch?v=c0PX1zIc18k&ab_channel=scambaittv,thank you for calling amazon customer support how are you doing today i'm doing good how are you i had a missed call about something wrong with my account yes ma'am yes sir there has been a purchase made for an iphone 11 worth 599 and this is a verification call so do you confirm the order no i do not i didn't buy a cell phone okay thank you for letting us know that you have not placed the order so let me tell you sir when we tried to review and check the order we found out like there are some hackers from memphis tennessee who are trying to compromise your account information and they are placing these fraudulent orders under your registered phone number,663
137,https://www.youtube.com/watch?v=c0PX1zIc18k&ab_channel=scambaittv,thank you for calling amazon customer support how are you doing today i'm doing good how are you i had a missed call about something wrong with my account yes ma'am yes sir there has been a purchase made for an iphone 11 worth 599 and this is a verification call so do you confirm the order no i do not i didn't buy a cell phone okay thank you for letting us know that you have not placed the order so let me tell you sir when we tried to review and check the order we found out like there are some hackers from memphis tennessee who are trying to compromise your account information and they are placing these fraudulent orders under your registered phone number which ends with okay and that is the reason so we have kept,723
138,https://www.youtube.com/watch?v=SAuiIkIxP9E&ab_channel=MrScammerHunter,thank you for calling Norton customer service this is how can I help you yes I received a notice saying that I buy year subscription Norton for and uh I never ordered this okay so you want that the cancel the so right yes all right can you just give me the invoice number which you have on that email so let me cancel this order all right all right sir so right now sir what I'm going to do I'm going to help you the cancel this order okay and once we are cancel that I will report you to the Norton server so they were not going to send it to you any kind of subscription okay can you do one thing sir can you just go to the computer and turn it on to let me cancel this order okay so you can able to receive any kind of payment okay now what now what do you see on your computer,780
139,https://www.youtube.com/watch?v=vh9TBIvhOI0&ab_channel=scambaittv,yeah i had a message calls number about my amazon account yes sir did you order iphone 11 pro from your amazon account and this is a verification call so do you confirm this order or no i haven't ordered anything what are you talking about i'm talking about your amazon so you haven't done it you did not order iphone 11 pro yeah that's what i'm trying to tell you is i don't know what you're talking about tell me tell me what's going on as i told you did not order iphone 11 pro from your amazon account it means this is unauthorized on that correct step yeah i didn't authorize anything i didn't order anything okay so can you just go ahead and turn on your computer first,675
140,https://www.youtube.com/watch?v=awYB1Q7THgE&ab_channel=scambaittv,hello hello this is amazon thank you thank you for getting connected with amazon cancellation department so this is here how can i help you yeah i had a message to get a hold of you guys something wrong with my account well we have received an order of a white colour apple iphone 11 sir which is a 128 gb and the cost of 549 well you can check the order has been made by you or by your family members or not i haven't ordered nothing on amazon in a long time okay well give me a minute sir just let me check okay so as far as our database this is a fraudulent order and it is made by a guy named who is currently living in santa clara california and he has made the order by using your name and details so we need to cancel the order and get you back the refund money sir absolutely yeah what what did you order again,818
141,https://www.youtube.com/watch?v=fiNICVJh_Q8&ab_channel=scambaittv,thank you very much for getting connected with amazon i am you're successfully connected with the support team of amazon okay how may i help you today yeah i had a call saying that there was some fraudulent activity on my account that's correct that's correct we found there is an fraudulent activity that's going on through your amazon account all right so if you allow us what we are gonna do is we are gonna check it all right okay and we are like we are going to let you know okay everybody decision would be should be yours all right so if you allow me like if you allow us that we are going to give a uh like take a legal action onto it so should i go and get a legal action off to it onto it yeah i need to know what happened under the account so i need to tell it so i can tell you what legal action you need ,817
142,https://www.youtube.com/watch?v=v4uaxqpFGIQ&ab_channel=scambaittv,customer service team here to help you your calls may be recorded for training and quality purposes all of our agents are currently busy please hold and we will answer your call as soon as we can they're busy today thanks for getting connected to cancellation team this is how may me assist you yeah i was calling about my refund and what kind of email did you get sir could you please uh come is there any product id or order id number i don't have that information because i deleted it i didn't know you needed it or i would have kept it all right sir just hold on let me just check on my database okay sure and the number in which i'm talking to you right now it's  correct yes that is correct just hold on just hold on all right sir so in order to cancel the sub uh subscription and claim your refund boxer you need to just go ahead and be online so that i can help you to get connected to our cancellation team,915
143,https://www.youtube.com/watch?v=XrFRv9s8LEk&ab_channel=scambaittv,hello hello yeah hi sir this is amazon how may i help you i had a call from this number or told to call back this number what what's going on with my account uh yeah we are calling you from amazon sir okay and the problem is that we are giving you this call because today early morning we have been noticed that some people from ohio they are using your amazon account and trying to buy iphone which cost you 899 is that any of your family member are using your account from ohio i don't have any family members in ohio i do know of one okay i don't know one person in ohio but i don't think she would do that and when was the last time you logged into your account sir oh it's been a while i don't ever log into it i don't ever,728
